Ref	x	y	Connectivity	Point First Moment	Point Second Moment
2818082	2.36	6.16	100	27.15284	9.0095997
2818083	2.36	6.2	105	28.232088	10.0448
2818084	2.36	6.24	111	30.729425	12.0864
2818085	2.36	6.28	120	36.371861	16.576
2818086	2.36	6.32	136	49.887554	28.6768
2818087	2.36	6.36	140	53.443562	31.408001
2818088	2.36	6.4	143	56.591671	33.396801
2818089	2.36	6.44	134	51.857227	29.604799
2818090	2.36	6.48	115	37.895733	16.5952
2818092	2.36	6.56	131	44.555428	20.968
2818093	2.36	6.6	252	121.90993	80.806396
2818094	2.36	6.64	339	257.42096	321.53601
2818095	2.36	6.68	371	312.40714	430.72479
2818096	2.36	6.72	345	286.63297	398.95679
2818097	2.36	6.76	247	119.73451	80.523201
2818098	2.36	6.8	124	40.670734	19.5536
2818099	2.36	6.84	101	30.889687	12.8016
2883589	2.4	5	87	21.76808	6.8192
2883590	2.4	5.04	92	21.417067	6.5056
2883591	2.4	5.08	95	20.425541	5.8512001
2883592	2.4	5.12	98	19.338196	4.9871998
2883593	2.4	5.16	110	23.548876	7.2672
2883594	2.4	5.2	149	63.79744	53.396801
2883595	2.4	5.24	166	72.14373	55.459202
2883596	2.4	5.28	196	96.457588	77.075203
2883597	2.4	5.32	192	96.139763	77.020798
2883598	2.4	5.36	138	49.180237	27.649599
2883599	2.4	5.4	99	24.355532	8.1968002
2883600	2.4	5.44	89	22.076612	6.8239999
2883601	2.4	5.48	99	28.338076	9.3936005
2883602	2.4	5.52	99	26.283968	8.2575998
2883603	2.4	5.56	98	24.314575	7.2336001
2883604	2.4	5.6	98	23.407227	6.7584
2883605	2.4	5.64	99	24.140123	7.6767998
2883606	2.4	5.68	106	29.500341	11.568
2883607	2.4	5.72	107	31.035128	12.4
2883608	2.4	5.76	111	36.073177	16.4576
2883609	2.4	5.8	117	43.332603	22.2864
2883611	2.4	5.88	81	17.579962	5.1231999
2883612	2.4	5.92	116	38.129456	19.742399
2883613	2.4	5.96	254	246.81224	385.8176
2883614	2.4	6	281	277.85074	426.63199
2883615	2.4	6.04	88	21.146307	8.0847998
2883616	2.4	6.08	73	13.954205	3.2576001
2883618	2.4	6.16	98	23.925661	7.0640001
2883619	2.4	6.2	103	24.620855	7.7663999
2883620	2.4	6.24	108	26.172426	9.0640001
2883621	2.4	6.28	118	31.93001	13.32
2883622	2.4	6.32	136	46.120518	25.264
2883623	2.4	6.36	141	50.217499	28.203199
2883624	2.4	6.4	143	52.627251	29.5632
2883625	2.4	6.44	135	48.889046	26.559999
2883626	2.4	6.48	112	33.37841	13.2912
2883628	2.4	6.56	140	46.455849	20.4496
2883629	2.4	6.6	250	122.30885	81.734398
2883630	2.4	6.64	333	246.16293	295.42719
2883631	2.4	6.68	376	315.11633	423.06079
2883632	2.4	6.72	346	286.73163	391.32321
2883633	2.4	6.76	245	119.48609	80.689598
2883634	2.4	6.8	133	42.102222	18.5056
2883635	2.4	6.84	102	27.904093	9.9904003
2949125	2.44	5	91	24.069202	7.9791999
2949126	2.44	5.04	93	22.6196	7.2512002
2949127	2.44	5.08	95	20.936886	6.1152
2949128	2.44	5.12	99	20.556149	5.6399999
2949129	2.44	5.16	108	25.568607	9.5120001
2949130	2.44	5.2	146	65.384041	57.155201
2949131	2.44	5.24	157	69.650795	57.556801
2949132	2.44	5.28	199	95.012352	72.447998
2949133	2.44	5.32	196	96.458672	74.358398
2949134	2.44	5.36	136	44.814804	22.3088
2949135	2.44	5.4	93	21.479176	6.4112
2949136	2.44	5.44	91	23.507652	7.6128001
2949137	2.44	5.48	99	25.868111	7.9408002
2949138	2.44	5.52	99	23.656672	6.8048
2949139	2.44	5.56	99	22.028542	5.9888
2949140	2.44	5.6	101	22.955265	7.2704
2949141	2.44	5.64	104	24.870157	8.7679996
2949142	2.44	5.68	107	27.143057	10.2272
2949143	2.44	5.72	110	30.178013	12.1952
2949144	2.44	5.76	117	37.633255	18.0592
2949145	2.44	5.8	117	41.247566	21.555201
2949147	2.44	5.88	79	16.4041	4.3280001
2949148	2.44	5.92	113	36.26059	18.2752
2949149	2.44	5.96	255	248.32645	383.55841
2949150	2.44	6	281	275.1554	414.90399
2949151	2.44	6.04	87	20.586992	7.6176
2949152	2.44	6.08	72	13.940583	3.3840001
2949154	2.44	6.16	98	22.458633	6.2016001
2949155	2.44	6.2	100	21.186428	5.6799998
2949156	2.44	6.24	106	22.930782	6.9520001
2949157	2.44	6.28	116	28.086861	10.4752
2949158	2.44	6.32	135	42.002838	21.3664
2949159	2.44	6.36	141	46.87661	24.9328
2949160	2.44	6.4	143	49.256073	26.190399
2949161	2.44	6.44	135	45.918346	23.6224
2949162	2.44	6.48	108	28.810131	9.9407997
2949164	2.44	6.56	151	53.251259	25.142401
2949165	2.44	6.6	244	119.00291	79.587196
2949166	2.44	6.64	327	238.09438	278.47839
2949167	2.44	6.68	378	314.86804	412.784
2949168	2.44	6.72	341	267.39624	334.8576
2949169	2.44	6.76	236	114.9444	78.233597
2949170	2.44	6.8	139	45.787209	20.9408
2949171	2.44	6.84	105	28.342794	9.7296
3014661	2.48	5	93	26.343472	9.3439999
3014662	2.48	5.04	94	23.997847	7.848
3014663	2.48	5.08	96	22.414553	6.7584
3014664	2.48	5.12	99	21.962479	6.3392
3014665	2.48	5.16	110	28.677963	11.6144
3014666	2.48	5.2	143	68.010849	61.513599
3014667	2.48	5.24	138	61.245945	54.243198
3014668	2.48	5.28	201	93.792572	68.136002
3014669	2.48	5.32	205	99.893875	73.563202
3014670	2.48	5.36	119	33.049381	12.7136
3014671	2.48	5.4	95	23.788391	7.7168002
3014672	2.48	5.44	90	24.336477	8.2096004
3014673	2.48	5.48	99	23.890995	6.8080001
3014674	2.48	5.52	99	21.55685	5.6719999
3014675	2.48	5.56	99	19.836058	4.8559999
3014676	2.48	5.6	102	21.354502	6.5888
3014677	2.48	5.64	107	24.065447	8.2287998
3014678	2.48	5.68	110	26.175636	9.4927998
3014679	2.48	5.72	117	32.794746	14.5872
3014680	2.48	5.76	118	36.913143	18.593599
3014681	2.48	5.8	120	41.129978	21.5984
3014683	2.48	5.88	80	17.537695	5.0159998
3014684	2.48	5.92	115	39.088902	21.027201
3014685	2.48	5.96	257	250.46022	381.34879
3014686	2.48	6	280	271.25156	401.6976
3014687	2.48	6.04	87	22.522314	9.8752003
3014688	2.48	6.08	73	15.164352	4.0879998
3014690	2.48	6.16	96	20.586645	5.1968002
3014691	2.48	6.2	98	19.164841	4.5728002
3014692	2.48	6.24	104	20.403437	5.3263998
3014693	2.48	6.28	114	25.351692	8.5888004
3014694	2.48	6.32	132	36.997169	16.7808
3014695	2.48	6.36	141	44.165913	22.1168
3014696	2.48	6.4	144	46.904133	23.440001
3014697	2.48	6.44	135	43.542473	21.120001
3014698	2.48	6.48	102	24.23518	7.0128002
3014700	2.48	6.56	153	57.65152	29.739201
3014701	2.48	6.6	232	113.18958	76.792
3014702	2.48	6.64	316	216.93454	229.54559
3014703	2.48	6.68	387	319.26297	406.25919
3014704	2.48	6.72	336	250.19733	290.2048
3014705	2.48	6.76	228	110.93597	76.228798
3014706	2.48	6.8	143	50.915245	26.024
3014707	2.48	6.84	109	30.73826	11.0784
3080197	2.52	5	92	27.492918	9.9807997
3080198	2.52	5.04	92	24.954393	8.4015999
3080199	2.52	5.08	98	25.468073	8.3456001
3080200	2.52	5.12	98	23.871679	7.408
3080201	2.52	5.16	112	33.886379	16.351999
3080202	2.52	5.2	143	72.09565	66.588799
3080203	2.52	5.24	133	62.650902	56.481602
3080204	2.52	5.28	209	96.720192	66.649597
3080205	2.52	5.32	213	102.5191	71.6912
3080206	2.52	5.36	98	24.545853	7.9744
3080207	2.52	5.4	95	26.026886	9.0752001
3080208	2.52	5.44	92	27.531065	10.1632
3080209	2.52	5.48	99	22.448984	5.9952002
3080210	2.52	5.52	99	20.027828	4.8592
3080211	2.52	5.56	99	18.23999	4.0432
3080212	2.52	5.6	108	23.114809	7.7536001
3080213	2.52	5.64	112	24.451399	8.1904001
3080214	2.52	5.68	117	29.080223	11.8704
3080215	2.52	5.72	121	34.797466	17.0704
3080216	2.52	5.76	121	36.525146	17.945601
3080217	2.52	5.8	118	36.525784	17
3080219	2.52	5.88	77	17.906757	5.5823998
3080220	2.52	5.92	113	40.990875	24.180799
3080221	2.52	5.96	260	252.92873	378.81921
3080222	2.52	6	281	270.72192	393.29599
3080223	2.52	6.04	85	22.815947	10.3744
3080224	2.52	6.08	72	16.118212	4.8080001
3080226	2.52	6.16	95	19.840269	4.8207998
3080227	2.52	6.2	97	18.326664	4.1264
3080228	2.52	6.24	102	18.849606	4.4303999
3080229	2.52	6.28	111	22.382889	6.3776002
3080230	2.52	6.32	131	34.457516	14.3072
3080231	2.52	6.36	142	42.616314	20.027201
3080232	2.52	6.4	144	44.738503	20.958401
3080233	2.52	6.44	135	41.774498	19.052799
3080234	2.52	6.48	97	21.706116	5.6960001
3080236	2.52	6.56	152	60.740761	33.8176
3080237	2.52	6.6	220	109.53291	77.198402
3080238	2.52	6.64	306	195.06593	186.5696
3080239	2.52	6.68	400	325.23215	400.6608
3080240	2.52	6.72	327	236.74025	265.18079
3080241	2.52	6.76	219	108.00165	76.419197
3080242	2.52	6.8	143	53.766697	29.2736
3080243	2.52	6.84	107	32.848911	13.4768
3145740	2.56	5.28	193	96.018463	65.720001
3145741	2.56	5.32	223	106.57522	70.559998
3145745	2.56	5.48	100	22.015041	5.7024002
3145746	2.56	5.52	99	19.094389	4.3663998
3145747	2.56	5.56	104	20.665718	5.9424
3145748	2.56	5.6	111	23.1805	7.4032001
3145749	2.56	5.64	120	28.053198	10.6688
3145750	2.56	5.68	122	31.910679	14.4912
3145751	2.56	5.72	120	31.543627	13.9184
3145752	2.56	5.76	116	30.527962	12.5392
3145753	2.56	5.8	115	31.318863	11.5856
3145755	2.56	5.88	77	20.508144	7.8783998
3145756	2.56	5.92	107	42.286747	28.382401
3145757	2.56	5.96	264	255.88359	376.22079
3145758	2.56	6	283	269.96823	384.19199
3145759	2.56	6.04	85	26.858656	14.1808
3145760	2.56	6.08	72	18.031601	5.9856
3145762	2.56	6.16	95	20.142962	4.9903998
3145763	2.56	6.2	96	18.240326	4.1264
3145764	2.56	6.24	98	17.296539	3.6656001
3145765	2.56	6.28	107	20.187422	4.9823999
3145766	2.56	6.32	129	32.257652	12.2928
3145767	2.56	6.36	142	41.14254	18.08
3145768	2.56	6.4	145	43.569824	19.076799
3145769	2.56	6.44	135	40.618332	17.420799
3145770	2.56	6.48	92	20.469498	5.2575998
3145772	2.56	6.56	147	63.753483	38.316799
3145773	2.56	6.6	206	107.17625	79.827202
3145774	2.56	6.64	279	159.04871	130.0768
3145775	2.56	6.68	413	329.58594	395.19199
3145776	2.56	6.72	311	206.54886	204.6944
3145777	2.56	6.76	208	107.22983	79.923203
3145778	2.56	6.8	139	58.079079	35.065601
3145779	2.56	6.84	110	39.836937	19.856001
3211267	2.6	4.92	98	48.64201	36.0256
3211268	2.6	4.96	95	43.277508	29.6112
3211269	2.6	5	82	29.831656	16.628799
3211270	2.6	5.04	66	18.134392	7.6672001
3211271	2.6	5.08	57	14.110662	5.5760002
3211272	2.6	5.12	47	9.1046562	2.0480001
3211276	2.6	5.28	172	89.331169	61.200001
3211277	2.6	5.32	204	103.39691	67.7472
3211281	2.6	5.48	101	22.249674	5.8256001
3211282	2.6	5.52	100	19.163813	4.3488002
3211283	2.6	5.56	113	24.38604	7.6592002
3211284	2.6	5.6	121	27.538715	9.7376003
3211285	2.6	5.64	125	31.26116	13.1584
3211286	2.6	5.68	124	30.814224	12.776
3211287	2.6	5.72	116	26.17038	8.6960001
3211288	2.6	5.76	115	27.651682	9.2639999
3211289	2.6	5.8	113	29.450909	10.232
3211291	2.6	5.88	79	24.460316	10.5664
3211292	2.6	5.92	105	48.894188	38.396801
3211293	2.6	5.96	267	258.28711	373.12961
3211294	2.6	6	285	269.24326	375.68961
3211295	2.6	6.04	84	30.326359	17.601601
3211296	2.6	6.08	72	20.171656	7.3376002
3211298	2.6	6.16	93	20.431986	5.3039999
3211299	2.6	6.2	95	18.749771	4.4432001
3211300	2.6	6.24	96	17.480474	3.8448
3211301	2.6	6.28	103	19.029057	4.3712001
3211302	2.6	6.32	127	31.005703	11.04
3211303	2.6	6.36	143	40.692532	16.752001
3211304	2.6	6.4	145	42.608047	17.496
3211305	2.6	6.44	133	38.505741	15.0032
3211306	2.6	6.48	89	21.076752	5.6960001
3211309	2.6	6.6	193	108.80457	85.924797
3211310	2.6	6.64	257	136.99849	101.128
3211311	2.6	6.68	434	340.03873	402.28961
3211312	2.6	6.72	268	142.80251	104.4944
3211313	2.6	6.76	190	106.15475	84.361603
3276803	2.64	4.92	89	39.030582	28.2768
3276804	2.64	4.96	100	45.446362	32.950401
3276805	2.64	5	104	45.810898	31.0256
3276806	2.64	5.04	87	29.249048	15.3072
3276807	2.64	5.08	63	15.819238	6.4640002
3276808	2.64	5.12	47	7.9607825	1.5872
3276812	2.64	5.28	175	86.442856	56.364799
3276813	2.64	5.32	205	100.8286	63.350399
3276817	2.64	5.48	103	23.44799	6.4000001
3276818	2.64	5.52	111	25.572342	8.1071997
3276819	2.64	5.56	128	31.362982	11.1584
3276820	2.64	5.6	131	33.340488	13.3296
3276821	2.64	5.64	125	28.586546	10.0576
3276822	2.64	5.68	117	24.177649	6.8656001
3276823	2.64	5.72	117	25.811478	7.8544002
3276824	2.64	5.76	116	28.05913	9.2335997
3276825	2.64	5.8	116	31.020525	10.8896
3276829	2.64	5.96	269	257.93427	365.048
3276830	2.64	6	279	267.87546	368.20319
3276834	2.64	6.16	93	21.876867	6.1135998
3276835	2.64	6.2	93	19.774544	5.1216002
3276836	2.64	6.24	95	18.680397	4.5103998
3276837	2.64	6.28	98	18.644131	4.3424001
3276838	2.64	6.32	121	27.859432	8.4720001
3276839	2.64	6.36	144	40.846245	15.8976
3276840	2.64	6.4	145	42.221409	16.382401
3276845	2.64	6.6	180	112.16918	93.377602
3276846	2.64	6.64	183	109.00253	89.897598
3276847	2.64	6.68	451	341.84482	396.02719
3276848	2.64	6.72	185	107.38881	87.731201
3276849	2.64	6.76	172	108.93419	91.822403
3342339	2.68	4.92	68	16.231276	5.3600001
3342340	2.68	4.96	83	28.388485	17.971201
3342341	2.68	5	101	41.172039	28.590401
3342342	2.68	5.04	114	47.761585	31.385599
3342343	2.68	5.08	106	38.255936	20.491199
3342344	2.68	5.12	53	9.8327141	2.7360001
3342348	2.68	5.28	208	96.584366	58.201599
3342349	2.68	5.32	231	105.43041	61.998402
3342353	2.68	5.48	104	24.78664	7.1087999
3342354	2.68	5.52	140	38.764961	14.3152
3342355	2.68	5.56	140	36.986313	13.7792
3342356	2.68	5.6	129	28.843645	8.5791998
3342357	2.68	5.64	125	26.718136	7.4352002
3342358	2.68	5.68	124	27.455744	8.1456003
3342359	2.68	5.72	121	28.394812	9.1775999
3342360	2.68	5.76	122	32.382023	12.0912
3342361	2.68	5.8	121	35.528988	14.176
3342365	2.68	5.96	269	260.9852	362.992
3342366	2.68	6	269	263.84412	360.03839
3342370	2.68	6.16	93	23.828762	7.224
3342371	2.68	6.2	93	21.847223	6.2319999
3342372	2.68	6.24	93	20.44768	5.5408001
3342373	2.68	6.28	95	19.957327	5.1919999
3342374	2.68	6.32	112	25.204681	7.0464001
3342375	2.68	6.36	145	41.330524	15.3424
3342376	2.68	6.4	144	42.226788	15.7232
3342379	2.68	6.52	246	162.1927	154.55521
3342380	2.68	6.56	256	180.69125	191.7504
3342381	2.68	6.6	267	198.45714	225.9744
3342382	2.68	6.64	294	232.48856	300.12
3342383	2.68	6.68	457	346.3465	400.44958
3342384	2.68	6.72	293	225.49335	287.52802
3342385	2.68	6.76	266	197.77563	226.744
3342386	2.68	6.8	258	183.93323	197.68159
3342387	2.68	6.84	243	162.47705	158.35361
3407875	2.72	4.92	86	31.022507	18.2416
3407876	2.72	4.96	88	29.352249	16.4704
3407877	2.72	5	91	28.34428	14.9472
3407878	2.72	5.04	119	48.332653	31.846399
3407879	2.72	5.08	148	62.577179	38.535999
3407880	2.72	5.12	176	70.439438	37.915199
3407881	2.72	5.16	241	110.62124	63.755199
3407882	2.72	5.2	236	104.97357	59.617599
3407883	2.72	5.24	226	97.36895	54.023998
3407884	2.72	5.28	259	108.34807	59.5312
3407885	2.72	5.32	264	111.97591	61.7024
3407886	2.72	5.36	225	100.81319	62.6464
3407887	2.72	5.4	220	106.24221	75.436798
3407888	2.72	5.44	208	101.02329	69.496002
3407889	2.72	5.48	188	58.596161	22.3456
3407890	2.72	5.52	161	46.732681	17.4048
3407891	2.72	5.56	142	36.218613	11.8112
3407892	2.72	5.6	137	34.348446	11.456
3407893	2.72	5.64	134	33.812729	11.7664
3407894	2.72	5.68	132	34.142315	12.472
3407895	2.72	5.72	132	36.046364	14.0032
3407896	2.72	5.76	129	36.989223	15.0144
3407897	2.72	5.8	128	39.44965	16.889601
3407901	2.72	5.96	310	286.4483	377.23999
3407902	2.72	6	314	289.42984	372.87201
3407906	2.72	6.16	92	26.002573	8.5760002
3407907	2.72	6.2	92	24.211964	7.6016002
3407908	2.72	6.24	92	22.958916	6.9247999
3407909	2.72	6.28	93	22.41054	6.5616002
3407910	2.72	6.32	96	22.667059	6.5279999
3407911	2.72	6.36	144	41.810989	15.1216
3407912	2.72	6.4	143	42.580166	15.504
3407915	2.72	6.52	241	147.74417	133.74561
3407916	2.72	6.56	262	174.20126	178.008
3407917	2.72	6.6	278	193.54166	214.84
3407918	2.72	6.64	339	248.11678	300.37119
3407919	2.72	6.68	451	344.42502	397.18561
3407920	2.72	6.72	353	258.95291	306.55359
3407921	2.72	6.76	277	194.16962	216.08
3407922	2.72	6.8	256	172.25639	178.9872
3407923	2.72	6.84	241	150.56526	140.424
3473411	2.76	4.92	97	38.222267	23.8736
3473412	2.76	4.96	97	35.21537	21.134399
3473413	2.76	5	99	33.788208	19.32
3473414	2.76	5.04	103	33.022175	17.591999
3473415	2.76	5.08	106	32.294415	15.9456
3473416	2.76	5.12	166	68.0877	40.543999
3473417	2.76	5.16	281	121.87315	68.416
3473418	2.76	5.2	265	112.50618	61.156799
3473419	2.76	5.24	256	104.76728	55.414398
3473420	2.76	5.28	281	112.43497	58.971199
3473421	2.76	5.32	284	114.44407	59.993599
3473422	2.76	5.36	267	111.49501	65.422401
3473423	2.76	5.4	257	113.30338	74.876801
3473424	2.76	5.44	275	120.11343	75.907204
3473425	2.76	5.48	171	50.516453	18.1952
3473426	2.76	5.52	149	40.779076	13.6848
3473427	2.76	5.56	145	39.255268	13.4112
3473428	2.76	5.6	142	38.608486	13.6496
3473429	2.76	5.64	140	38.307564	13.9168
3473430	2.76	5.68	140	39.751347	15.2464
3473431	2.76	5.72	138	41.198982	16.816
3473432	2.76	5.76	137	42.997688	18.2864
3473433	2.76	5.8	137	45.90205	20.649599
3473434	2.76	5.84	104	40.100235	20.5856
3473435	2.76	5.88	80	34.294888	19.867201
3473436	2.76	5.92	96	41.426548	24.2976
3473437	2.76	5.96	339	300.6102	381.67841
3473438	2.76	6	340	301.94342	375.94879
3473447	2.76	6.36	135	41.202343	15.0608
3473448	2.76	6.4	140	42.740696	15.5952
3473451	2.76	6.52	244	138.44972	116.2112
3473452	2.76	6.56	269	167.47571	164.93919
3473453	2.76	6.6	290	189.93753	200.73759
3473454	2.76	6.64	362	262.75052	307.9296
3473455	2.76	6.68	447	341.43793	391.95679
3473456	2.76	6.72	371	271.96927	316.992
3473457	2.76	6.76	285	189.21687	204.9696
3473458	2.76	6.8	261	163.38513	163.24159
3473459	2.76	6.84	241	138.76552	120.3728
3538945	2.8	4.84	26	6.7065015	2.2368
3538946	2.8	4.88	26	6.5531263	2.1472001
3538947	2.8	4.92	83	28.496723	15.6704
3538948	2.8	4.96	80	23.925625	12.1648
3538949	2.8	5	78	21.16482	10.2432
3538950	2.8	5.04	72	15.67489	5.7856002
3538951	2.8	5.08	62	9.9602785	2.184
3538952	2.8	5.12	50	7.4355497	1.304
3538953	2.8	5.16	260	124.12385	74.337601
3538954	2.8	5.2	275	117.29893	64.307198
3538955	2.8	5.24	280	112.5738	58.2896
3538956	2.8	5.28	289	112.39914	56.792
3538957	2.8	5.32	280	107.39648	54.017601
3538958	2.8	5.36	285	117.72711	67.961601
3538959	2.8	5.4	259	107.3278	65.120003
3538960	2.8	5.44	206	93.585457	61.366402
3538961	2.8	5.48	106	31.140366	10.648
3538962	2.8	5.52	117	31.289972	9.9152002
3538963	2.8	5.56	126	34.094898	11.168
3538964	2.8	5.6	129	35.049408	11.6688
3538965	2.8	5.64	132	37.212387	13.1856
3538966	2.8	5.68	133	39.371006	15.104
3538967	2.8	5.72	133	41.114185	16.6112
3538968	2.8	5.76	131	42.996151	18.4464
3538969	2.8	5.8	126	45.285759	20.7376
3538973	2.8	5.96	294	272.00146	357.16479
3538974	2.8	6	322	281.62576	353.504
3538983	2.8	6.36	117	36.949284	13.9008
3538984	2.8	6.4	133	42.106956	15.8176
3538987	2.8	6.52	247	129.5679	101.3136
3538988	2.8	6.56	268	157.72998	148.89439
3538989	2.8	6.6	297	185.45547	189.7664
3538990	2.8	6.64	379	275.80621	319.26721
3538991	2.8	6.68	444	340.36185	391.10721
3538992	2.8	6.72	382	281.42587	325
3538993	2.8	6.76	291	184.13937	192.4608
3538994	2.8	6.8	266	157.36371	150.59039
3538995	2.8	6.84	246	131.83324	106.7088
3604481	2.84	4.84	27	6.093677	1.8368
3604482	2.84	4.88	26	5.6515098	1.6752
3604483	2.84	4.92	57	11.497465	2.8975999
3604484	2.84	4.96	56	9.8414907	2.2
3604485	2.84	5	54	8.3163071	1.592
3604486	2.84	5.04	52	7.6277027	1.3744
3604487	2.84	5.08	50	7.4611697	1.3424
3604488	2.84	5.12	47	7.9607825	1.5872
3604489	2.84	5.16	277	136.71858	87.1744
3604490	2.84	5.2	277	124.14661	73.121597
3604491	2.84	5.24	296	121.54653	65.060799
3604492	2.84	5.28	302	117.67924	59.284801
3604493	2.84	5.32	289	109.03543	53.807999
3604494	2.84	5.36	292	120.48146	70.7472
3604495	2.84	5.4	241	97.944984	59.056
3604496	2.84	5.44	209	90.072014	56.2384
3604509	2.84	5.96	357	292.26901	361.384
3604510	2.84	6	388	323.79016	380.65759
3604519	2.84	6.36	108	33.510082	12.7024
3604520	2.84	6.4	123	40.08849	15.7376
3604523	2.84	6.52	245	119.31032	85.467201
3604524	2.84	6.56	273	150.6747	133.26401
3604525	2.84	6.6	302	180.11603	176.5936
3604526	2.84	6.64	389	281.88303	322.81281
3604527	2.84	6.68	452	344.49945	394.25601
3604528	2.84	6.72	390	287.9043	332.4848
3604529	2.84	6.76	298	178.45212	177.5264
3604530	2.84	6.8	270	149.62213	135.3024
3604531	2.84	6.84	240	118.1138	87.705597
3604533	2.84	6.92	83	22.786308	7.4144001
3604534	2.84	6.96	83	21.408356	6.7424002
3604535	2.84	7	85	21.418526	6.7600002
3604536	2.84	7.04	91	24.370354	8.4879999
3604537	2.84	7.08	95	27.755751	10.9856
3604538	2.84	7.12	96	29.312677	11.8704
3604539	2.84	7.16	100	33.079517	14.008
3670017	2.88	4.84	30	5.9509678	1.5728
3670018	2.88	4.88	28	5.2330184	1.3487999
3670019	2.88	4.92	54	11.487489	2.8831999
3670020	2.88	4.96	52	9.7762432	2.2176001
3670021	2.88	5	50	8.514657	1.744
3670022	2.88	5.04	50	8.4282379	1.7072001
3670023	2.88	5.08	48	8.4430065	1.7728
3670024	2.88	5.12	47	9.1046562	2.0480001
3670025	2.88	5.16	312	163.02496	111.3744
3670026	2.88	5.2	314	151.51718	96.8144
3670027	2.88	5.24	326	146.46187	87.718399
3670028	2.88	5.28	344	146.73788	82.524803
3670029	2.88	5.32	332	133.28098	70.120003
3670030	2.88	5.36	316	131.34325	76.972801
3670031	2.88	5.4	247	96.807465	55.708801
3670032	2.88	5.44	216	89.959999	53.062401
3670033	2.88	5.48	150	64.653793	34.686401
3670034	2.88	5.52	207	86.033112	43.936001
3670035	2.88	5.56	199	76.41256	35.590401
3670036	2.88	5.6	176	65.001961	28.9664
3670037	2.88	5.64	152	61.369392	30.2528
3670038	2.88	5.68	177	74.408974	38.4464
3670039	2.88	5.72	202	76.720749	35.785599
3670040	2.88	5.76	245	94.979286	44.507198
3670041	2.88	5.8	256	97.916206	45.203201
3670042	2.88	5.84	268	105.376	51.0144
3670043	2.88	5.88	290	124.66447	69.939201
3670044	2.88	5.92	344	187.12149	148.88161
3670045	2.88	5.96	503	376.34308	419.7536
3670046	2.88	6	514	384.3222	422.47681
3670047	2.88	6.04	318	166.44257	119.4352
3670048	2.88	6.08	302	156.61765	111.2592
3670049	2.88	6.12	296	160.57521	119.816
3670050	2.88	6.16	295	167.1246	129.6032
3670051	2.88	6.2	294	176.49124	143.27521
3670052	2.88	6.24	289	182.5011	153.976
3670053	2.88	6.28	288	191.16454	166.7536
3670054	2.88	6.32	71	22.495737	9.7200003
3670055	2.88	6.36	110	35.567551	14.4432
3670056	2.88	6.4	120	39.479145	16.062401
3670057	2.88	6.44	116	38.260769	15.3984
3670059	2.88	6.52	247	113.14834	75.171204
3670060	2.88	6.56	276	142.98814	118.4576
3670061	2.88	6.6	312	179.97034	169.392
3670062	2.88	6.64	397	287.1626	326.19519
3670063	2.88	6.68	452	343.83701	392.6976
3670064	2.88	6.72	402	292.3714	333.94241
3670065	2.88	6.76	310	180.29175	172.1328
3670066	2.88	6.8	269	140.29514	119.2512
3670067	2.88	6.84	241	110.88404	75.633598
3670069	2.88	6.92	83	20.4732	6.0704002
3670070	2.88	6.96	84	19.183294	5.4447999
3670071	2.88	7	89	20.759233	6.368
3670072	2.88	7.04	96	24.871632	9.1232004
3670073	2.88	7.08	97	25.77951	9.5951996
3670074	2.88	7.12	102	29.413937	11.5408
3670075	2.88	7.16	102	31.487103	12.8192
3735553	2.92	4.84	34	5.8792844	1.3376
3735554	2.92	4.88	28	4.5862141	1.0304
3735561	2.92	5.16	358	212.15204	171.88161
3735562	2.92	5.2	379	210.00166	162.07359
3735563	2.92	5.24	398	209.23906	153.424
3735564	2.92	5.28	422	212.07173	147.45599
3735565	2.92	5.32	414	198.07924	130.6416
3735566	2.92	5.36	428	213.42834	149.5696
3735567	2.92	5.4	375	167.29056	101.1056
3735568	2.92	5.44	236	93.123802	52.246399
3735569	2.92	5.48	273	135.15883	88.478401
3735570	2.92	5.52	320	146.57327	85.662399
3735571	2.92	5.56	314	140.19608	79.2864
3735572	2.92	5.6	301	132.3887	73.584
3735573	2.92	5.64	237	94.256035	46.361599
3735574	2.92	5.68	198	79.710411	41.547199
3735575	2.92	5.72	310	131.13956	69.406403
3735576	2.92	5.76	324	140.14577	77.084801
3735577	2.92	5.8	326	141.29926	78.660797
3735578	2.92	5.84	322	140.28928	79.876801
3735579	2.92	5.88	330	148.23357	89.142403
3735580	2.92	5.92	374	199.45123	153.99519
3735581	2.92	5.96	520	386.2941	426.78241
3735582	2.92	6	528	392.22583	428.31201
3735583	2.92	6.04	331	170.52539	123.1584
3735584	2.92	6.08	309	158.33998	114.616
3735585	2.92	6.12	308	164.93591	124.9456
3735586	2.92	6.16	304	170.90851	134.80479
3735587	2.92	6.2	300	177.83286	146.2592
3735588	2.92	6.24	292	182.70215	156.056
3735589	2.92	6.28	290	191.18771	169.0656
3735590	2.92	6.32	90	28.14035	11.672
3735591	2.92	6.36	121	41.322639	18.1152
3735592	2.92	6.4	120	39.718739	16.719999
3735593	2.92	6.44	119	40.707737	17.417601
3735595	2.92	6.52	246	106.26759	64.956802
3735596	2.92	6.56	277	134.53978	103.4864
3735597	2.92	6.6	316	175.88043	159.17599
3735598	2.92	6.64	410	299.52469	342.104
3735599	2.92	6.68	456	343.86163	389.88321
